match_number,stage,team,opponent,match_duration,shirt_number,player,total_distance_m,zone1_distance_m,zone2_distance_m,zone3_distance_m,zone4_distance_m,zone5_distance_m,high_speed_runs,sprints,top_speed_kmh,passes_attempted,passes_completed,pass_completion_pct,switches_of_play,crosses_attempted,crosses_completed,line_breaks_attempted,line_breaks_completed,line_break_completion_pct,ball_progressions,take_ons,step_ins,attempts_at_goal,goals,total_offers,offers_in_front,offers_in_between,offers_out_to_in,offers_in_to_out,offers_in_behind,offers_no_movement,offers_received,tackles_made,tackles_won,blocks,interceptions,pressures_direct,pressures_indirect,duels_won_aerial,duels_won_physical,possession_contests_won,clearances,loose_ball_receptions,pushing_on,pushing_on_into_pressing,possession_regains,possession_interrupted,player_lineup,position,started,minutes,source_url,minutes_source_url,minutes_note,high_intensity_distance_m
102,Semi-final,England,Argentina,90,25,Djed Spence,8545.9,4148.8,2951.3,846.3,347.4,252.1,74.0,38.0,36.2,25.0,21.0,84.0,0.0,1.0,0.0,13.0,9.0,69.0,5.0,4.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,4,2,4.0,2.0,8.0,24.0,0.0,0.0,1.0,4.0,2.0,33.0,16.0,4.0,7.0,Djed Spence,DF,True,90.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M102-ENG-V-ARG.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M102-ENG-V-ARG.pdf,Paired substitution times on the FIFA PMSR team-summary page.,599.5
103,Third-place,England,France,90,2,Ezri Konsa,9427.2,4883.4,3173.4,855.4,381.8,133.3,81.0,25.0,31.9,48.0,46.0,96.0,0.0,0.0,0.0,10.0,9.0,90.0,1.0,0.0,1.0,1.0,1.0,18.0,4.0,2.0,0.0,0.0,0.0,12.0,3.0,2,2,3.0,3.0,5.0,9.0,2.0,0.0,2.0,1.0,5.0,10.0,6.0,6.0,2.0,Ezri Konsa,DF,True,90.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M103-FRA-V-ENG.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M103-FRA-V-ENG.pdf,Paired substitution times on the FIFA PMSR team-summary page.,515.1
103,Third-place,England,France,90,4,Declan Rice,10513.3,4346.9,4618.1,950.7,405.4,192.2,82.0,26.0,33.1,92.0,87.0,95.0,0.0,4.0,3.0,29.0,26.0,90.0,2.0,0.0,2.0,1.0,1.0,74.0,48.0,11.0,1.0,1.0,0.0,13.0,39.0,6,3,5.0,3.0,6.0,25.0,0.0,0.0,0.0,0.0,9.0,20.0,8.0,10.0,3.0,Declan Rice,MF,True,90.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M103-FRA-V-ENG.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M103-FRA-V-ENG.pdf,Paired substitution times on the FIFA PMSR team-summary page.,597.5999999999999
103,Third-place,England,France,90,6,Marc Guehi,9137.8,3838.5,3820.5,872.9,445.5,160.4,77.0,34.0,31.0,77.0,72.0,94.0,0.0,0.0,0.0,20.0,16.0,80.0,2.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2,0,4.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,1.0,7.0,4.0,4.0,2.0,Marc Guehi,DF,True,90.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M103-FRA-V-ENG.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M103-FRA-V-ENG.pdf,Paired substitution times on the FIFA PMSR team-summary page.,605.9
103,Third-place,England,France,90,7,Bukayo Saka,10069.1,4169.2,3430.3,1411.2,772.3,286.2,119.0,54.0,33.0,25.0,19.0,76.0,1.0,4.0,1.0,6.0,5.0,83.0,4.0,4.0,0.0,5.0,3.0,25.0,0.0,4.0,2.0,1.0,12.0,6.0,13.0,4,3,2.0,0.0,3.0,14.0,0.0,0.0,0.0,0.0,7.0,6.0,2.0,4.0,1.0,Bukayo Saka,FW,True,90.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M103-FRA-V-ENG.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M103-FRA-V-ENG.pdf,Paired substitution times on the FIFA PMSR team-summary page.,1058.5
103,Third-place,England,France,90,8,Elliot Anderson,2056.9,677.9,849.9,318.4,147.5,63.2,27.0,7.0,29.7,11.0,11.0,100.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,5.0,0.0,0.0,0.0,1.0,4.0,3,1,2.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,1.0,Elliot Anderson,MF,False,11.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M103-FRA-V-ENG.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M103-FRA-V-ENG.pdf,Paired substitution times on the FIFA PMSR team-summary page.,210.7
103,Third-place,England,France,90,10,Jude Bellingham,2245.4,993.9,495.0,371.8,284.5,100.2,28.0,17.0,32.4,10.0,6.0,60.0,1.0,0.0,0.0,5.0,4.0,80.0,3.0,2.0,1.0,2.0,1.0,10.0,1.0,7.0,0.0,0.0,2.0,0.0,6.0,0,0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,Jude Bellingham,MF,False,11.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M103-FRA-V-ENG.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M103-FRA-V-ENG.pdf,Paired substitution times on the FIFA PMSR team-summary page.,384.7
103,Third-place,England,France,90,11,Marcus Rashford,5367.9,2139.6,2147.2,464.3,323.3,293.4,41.0,27.0,34.1,20.0,19.0,95.0,0.0,3.0,0.0,5.0,3.0,60.0,3.0,2.0,1.0,3.0,0.0,29.0,4.0,3.0,4.0,0.0,15.0,3.0,10.0,0,0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,3.0,9.0,9.0,0.0,0.0,Marcus Rashford,FW,True,45.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M103-FRA-V-ENG.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M103-FRA-V-ENG.pdf,Paired substitution times on the FIFA PMSR team-summary page.,616.7
103,Third-place,England,France,90,12,Trevoh Chalobah,626.5,274.1,214.8,112.7,18.8,6.2,11.0,2.0,26.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Trevoh Chalobah,DF,False,0.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M103-FRA-V-ENG.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M103-FRA-V-ENG.pdf,Paired substitution times on the FIFA PMSR team-summary page.,25.0
103,Third-place,England,France,90,13,Dean Henderson,5504.6,4381.9,992.6,119.8,10.3,0.0,7.0,1.0,22.7,41.0,32.0,78.0,0.0,0.0,0.0,18.0,10.0,56.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,Dean Henderson,GK,True,90.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M103-FRA-V-ENG.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M103-FRA-V-ENG.pdf,Paired substitution times on the FIFA PMSR team-summary page.,10.3
103,Third-place,England,France,90,17,Morgan Rogers,11118.8,4347.1,4349.6,1482.9,705.5,233.6,131.0,44.0,32.7,43.0,38.0,88.0,3.0,0.0,0.0,7.0,6.0,86.0,4.0,3.0,1.0,1.0,0.0,28.0,3.0,16.0,3.0,0.0,4.0,2.0,13.0,4,0,0.0,0.0,7.0,23.0,0.0,0.0,0.0,0.0,7.0,17.0,12.0,0.0,1.0,Morgan Rogers,MF,True,90.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M103-FRA-V-ENG.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M103-FRA-V-ENG.pdf,Paired substitution times on the FIFA PMSR team-summary page.,939.1
103,Third-place,England,France,90,19,Ollie Watkins,5531.9,2165.9,1911.5,712.3,420.8,321.5,57.0,30.0,34.2,9.0,8.0,89.0,0.0,2.0,1.0,3.0,2.0,67.0,2.0,2.0,0.0,1.0,0.0,23.0,0.0,2.0,2.0,0.0,18.0,1.0,6.0,2,1,2.0,0.0,2.0,10.0,2.0,0.0,2.0,0.0,1.0,9.0,7.0,2.0,1.0,Ollie Watkins,FW,False,45.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M103-FRA-V-ENG.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M103-FRA-V-ENG.pdf,Paired substitution times on the FIFA PMSR team-summary page.,742.3
103,Third-place,England,France,90,21,Eberechi Eze,8687.0,3108.0,3540.8,1479.9,426.4,131.9,119.0,33.0,32.3,57.0,56.0,98.0,0.0,0.0,0.0,10.0,10.0,100.0,6.0,5.0,1.0,3.0,0.0,27.0,12.0,7.0,1.0,1.0,4.0,2.0,14.0,0,0,1.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0,5.0,8.0,5.0,0.0,2.0,Eberechi Eze,MF,True,79.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M103-FRA-V-ENG.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M103-FRA-V-ENG.pdf,Paired substitution times on the FIFA PMSR team-summary page.,558.3
103,Third-place,England,France,90,22,Ivan Toney,8275.8,3632.3,3188.0,926.2,430.8,98.4,80.0,34.0,28.3,20.0,14.0,70.0,0.0,0.0,0.0,5.0,5.0,100.0,0.0,0.0,0.0,2.0,0.0,35.0,5.0,15.0,2.0,0.0,12.0,1.0,9.0,5,0,2.0,0.0,4.0,16.0,1.0,0.0,1.0,1.0,4.0,6.0,5.0,0.0,3.0,Ivan Toney,FW,True,79.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M103-FRA-V-ENG.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M103-FRA-V-ENG.pdf,Paired substitution times on the FIFA PMSR team-summary page.,529.2
103,Third-place,England,France,90,24,Reece James,1656.2,739.2,598.1,160.3,122.7,36.0,14.0,8.0,26.7,4.0,4.0,100.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,1,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,Reece James,DF,False,7.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M103-FRA-V-ENG.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M103-FRA-V-ENG.pdf,Paired substitution times on the FIFA PMSR team-summary page.,158.7
103,Third-place,England,France,90,25,Djed Spence,9267.1,4380.9,2896.6,1021.6,525.1,442.9,88.0,49.0,35.0,41.0,35.0,85.0,0.0,0.0,0.0,13.0,9.0,69.0,4.0,3.0,1.0,0.0,0.0,42.0,15.0,1.0,0.0,0.0,8.0,18.0,14.0,7,5,2.0,0.0,8.0,20.0,0.0,0.0,0.0,1.0,4.0,26.0,15.0,5.0,3.0,Djed Spence,DF,True,90.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M103-FRA-V-ENG.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M103-FRA-V-ENG.pdf,Paired substitution times on the FIFA PMSR team-summary page.,968.0
103,Third-place,England,France,90,26,Jarell Quansah,8229.6,3649.8,3151.1,958.2,390.6,79.9,73.0,30.0,34.1,37.0,32.0,86.0,0.0,0.0,0.0,9.0,7.0,78.0,1.0,0.0,1.0,0.0,0.0,13.0,3.0,1.0,0.0,0.0,3.0,6.0,5.0,3,0,2.0,0.0,7.0,12.0,0.0,0.0,0.0,0.0,6.0,16.0,10.0,0.0,4.0,Jarell Quansah,DF,True,83.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M103-FRA-V-ENG.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M103-FRA-V-ENG.pdf,Paired substitution times on the FIFA PMSR team-summary page.,470.5
17,Group stage,France,Senegal,90,4,Dayot Upamecano,11136.2,4275.7,4830.4,1115.3,579.4,335.4,91.0,50.0,33.5,80.0,71.0,89.0,0.0,0.0,0.0,25.0,21.0,84.0,1.0,0.0,1.0,0.0,0.0,27.0,2.0,2.0,0.0,0.0,0.0,23.0,13.0,5,4,1.0,3.0,9.0,4.0,1.0,0.0,2.0,4.0,8.0,8.0,5.0,11.0,2.0,Dayot Upamecano,DF,True,90.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M17-FRA-V-SEN.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M17-FRA-V-SEN.pdf,Paired substitution times on the FIFA PMSR team-summary page.,914.8
17,Group stage,France,Senegal,90,5,Jules Kounde,11434.7,4214.7,4534.2,1624.3,732.2,329.3,148.0,56.0,31.0,64.0,55.0,86.0,0.0,4.0,0.0,13.0,6.0,46.0,0.0,0.0,0.0,0.0,0.0,36.0,6.0,2.0,1.0,1.0,22.0,4.0,14.0,3,0,1.0,1.0,5.0,13.0,2.0,0.0,3.0,4.0,6.0,24.0,10.0,3.0,2.0,Jules Kounde,DF,True,90.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M17-FRA-V-SEN.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M17-FRA-V-SEN.pdf,Paired substitution times on the FIFA PMSR team-summary page.,1061.5
17,Group stage,France,Senegal,90,7,Ousmane Dembele,9298.9,3363.9,4040.0,1260.0,570.0,65.0,114.0,39.0,27.6,35.0,27.0,77.0,1.0,2.0,0.0,9.0,6.0,67.0,1.0,1.0,0.0,1.0,0.0,19.0,4.0,4.0,0.0,1.0,8.0,2.0,8.0,2,1,0.0,1.0,2.0,38.0,0.0,0.0,0.0,0.0,4.0,33.0,19.0,2.0,0.0,Ousmane Dembele,FW,True,80.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M17-FRA-V-SEN.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M17-FRA-V-SEN.pdf,Paired substitution times on the FIFA PMSR team-summary page.,635.0
17,Group stage,France,Senegal,90,8,Aurelien Tchouameni,12156.8,4015.0,4947.3,2453.9,542.4,198.3,197.0,41.0,30.1,66.0,63.0,95.0,0.0,0.0,0.0,12.0,12.0,100.0,1.0,0.0,1.0,0.0,0.0,45.0,23.0,3.0,0.0,1.0,0.0,18.0,31.0,5,1,3.0,1.0,6.0,12.0,3.0,0.0,4.0,1.0,3.0,26.0,7.0,4.0,2.0,Aurelien Tchouameni,MF,True,90.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M17-FRA-V-SEN.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M17-FRA-V-SEN.pdf,Paired substitution times on the FIFA PMSR team-summary page.,740.7
17,Group stage,France,Senegal,90,10,Kylian Mbappe,9686.1,4223.8,3701.9,1048.7,487.2,224.5,87.0,45.0,35.1,16.0,14.0,88.0,0.0,0.0,0.0,3.0,2.0,67.0,9.0,7.0,2.0,4.0,2.0,50.0,1.0,14.0,0.0,1.0,30.0,4.0,11.0,0,0,0.0,1.0,2.0,35.0,0.0,0.0,0.0,0.0,3.0,28.0,18.0,1.0,0.0,Kylian Mbappe,FW,True,90.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M17-FRA-V-SEN.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M17-FRA-V-SEN.pdf,Paired substitution times on the FIFA PMSR team-summary page.,711.7
17,Group stage,France,Senegal,90,11,Michael Olise,12627.9,3769.0,5613.9,1774.1,1049.2,421.7,149.0,79.0,31.3,58.0,50.0,86.0,0.0,3.0,0.0,24.0,19.0,79.0,6.0,4.0,2.0,2.0,0.0,43.0,15.0,13.0,1.0,3.0,3.0,8.0,21.0,2,0,2.0,0.0,4.0,41.0,0.0,0.0,0.0,0.0,9.0,36.0,26.0,1.0,3.0,Michael Olise,FW,True,90.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M17-FRA-V-SEN.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M17-FRA-V-SEN.pdf,Paired substitution times on the FIFA PMSR team-summary page.,1470.9
17,Group stage,France,Senegal,90,12,Bradley Barcola,2294.6,907.3,825.1,232.8,161.4,168.1,21.0,9.0,33.9,6.0,6.0,100.0,0.0,0.0,0.0,3.0,2.0,67.0,2.0,2.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,4.0,4.0,5.0,0,0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Bradley Barcola,FW,False,10.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M17-FRA-V-SEN.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M17-FRA-V-SEN.pdf,Paired substitution times on the FIFA PMSR team-summary page.,329.5
17,Group stage,France,Senegal,90,14,Adrien Rabiot,12307.0,4374.3,5080.4,1938.1,700.8,213.4,176.0,54.0,29.0,50.0,44.0,88.0,0.0,0.0,0.0,15.0,14.0,93.0,4.0,1.0,3.0,0.0,0.0,22.0,9.0,4.0,0.0,0.0,8.0,1.0,8.0,2,2,4.0,0.0,5.0,16.0,2.0,0.0,2.0,1.0,6.0,22.0,12.0,2.0,0.0,Adrien Rabiot,MF,True,90.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M17-FRA-V-SEN.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M17-FRA-V-SEN.pdf,Paired substitution times on the FIFA PMSR team-summary page.,914.1999999999999
17,Group stage,France,Senegal,90,16,Mike Maignan,5819.7,4259.9,1377.1,167.5,15.3,0.0,16.0,1.0,21.7,46.0,35.0,76.0,1.0,0.0,0.0,18.0,9.0,50.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,8.0,0.0,Mike Maignan,GK,True,90.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M17-FRA-V-SEN.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M17-FRA-V-SEN.pdf,Paired substitution times on the FIFA PMSR team-summary page.,15.3
17,Group stage,France,Senegal,90,17,William Saliba,10595.2,4381.5,4147.5,1155.5,631.1,279.6,97.0,44.0,32.3,71.0,71.0,100.0,2.0,0.0,0.0,8.0,8.0,100.0,1.0,0.0,1.0,0.0,0.0,17.0,3.0,0.0,0.0,0.0,0.0,14.0,11.0,1,0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,5.0,3.0,7.0,0.0,2.0,4.0,William Saliba,DF,True,90.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M17-FRA-V-SEN.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M17-FRA-V-SEN.pdf,Paired substitution times on the FIFA PMSR team-summary page.,910.7
17,Group stage,France,Senegal,90,19,Theo Hernandez,10782.5,4176.2,4508.2,1212.4,660.6,225.0,101.0,49.0,33.2,48.0,44.0,92.0,0.0,0.0,0.0,17.0,14.0,82.0,5.0,2.0,3.0,1.0,0.0,24.0,6.0,4.0,0.0,1.0,8.0,5.0,11.0,5,3,1.0,1.0,4.0,19.0,2.0,0.0,2.0,1.0,7.0,15.0,6.0,5.0,3.0,Theo Hernandez,DF,True,90.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M17-FRA-V-SEN.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M17-FRA-V-SEN.pdf,Paired substitution times on the FIFA PMSR team-summary page.,885.6
17,Group stage,France,Senegal,90,20,Desire Doue,10381.6,3373.3,4628.5,1413.2,709.9,256.8,121.0,55.0,31.7,36.0,31.0,86.0,0.0,0.0,0.0,9.0,5.0,56.0,6.0,5.0,1.0,2.0,0.0,60.0,13.0,7.0,2.0,0.0,16.0,22.0,18.0,4,0,2.0,1.0,10.0,36.0,1.0,0.0,2.0,2.0,2.0,43.0,28.0,3.0,0.0,Desire Doue,FW,True,87.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M17-FRA-V-SEN.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M17-FRA-V-SEN.pdf,Paired substitution times on the FIFA PMSR team-summary page.,966.7
17,Group stage,France,Senegal,90,24,Rayan Cherki,1658.4,521.9,598.5,281.1,149.6,107.3,21.0,11.0,30.0,8.0,5.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,4.0,1.0,1.0,2.0,1.0,1.0,4.0,1,0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,Rayan Cherki,MF,False,3.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M17-FRA-V-SEN.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M17-FRA-V-SEN.pdf,Paired substitution times on the FIFA PMSR team-summary page.,256.9
42,Group stage,France,Iraq,90,2,Malo Gusto,1092.4,360.9,608.0,89.9,28.5,5.1,7.0,3.0,26.2,7.0,6.0,86.0,0.0,0.0,0.0,2.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,Malo Gusto,DF,False,7.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M42-FRA-V-IRQ.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M42-FRA-V-IRQ.pdf,Paired substitution times on the FIFA PMSR team-summary page.,33.6
42,Group stage,France,Iraq,90,3,Lucas Digne,10606.4,4647.8,3779.1,1410.0,624.3,145.2,119.0,43.0,30.0,65.0,59.0,91.0,0.0,7.0,1.0,14.0,12.0,86.0,0.0,0.0,0.0,0.0,0.0,21.0,5.0,0.0,0.0,0.0,11.0,5.0,9.0,0,0,2.0,0.0,3.0,10.0,1.0,0.0,1.0,4.0,7.0,16.0,6.0,3.0,3.0,Lucas Digne,DF,True,90.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M42-FRA-V-IRQ.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M42-FRA-V-IRQ.pdf,Paired substitution times on the FIFA PMSR team-summary page.,769.5
42,Group stage,France,Iraq,90,4,Dayot Upamecano,9601.7,4171.5,4183.5,838.7,324.4,83.6,77.0,27.0,30.2,76.0,74.0,97.0,0.0,0.0,0.0,26.0,24.0,92.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,1.0,13.0,8.0,1,1,3.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,7.0,16.0,2.0,7.0,2.0,Dayot Upamecano,DF,True,90.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M42-FRA-V-IRQ.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M42-FRA-V-IRQ.pdf,Paired substitution times on the FIFA PMSR team-summary page.,408.0
42,Group stage,France,Iraq,90,5,Jules Kounde,9145.5,3374.0,4062.9,1160.1,452.6,95.9,115.0,36.0,29.7,45.0,41.0,91.0,0.0,1.0,0.0,15.0,12.0,80.0,3.0,2.0,1.0,0.0,0.0,43.0,13.0,6.0,0.0,0.0,10.0,14.0,14.0,4,2,3.0,1.0,6.0,15.0,1.0,0.0,1.0,2.0,5.0,48.0,9.0,3.0,4.0,Jules Kounde,DF,True,83.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M42-FRA-V-IRQ.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M42-FRA-V-IRQ.pdf,Paired substitution times on the FIFA PMSR team-summary page.,548.5
42,Group stage,France,Iraq,90,6,Manu Kone,10754.6,3648.6,4907.1,1816.7,356.1,26.1,151.0,30.0,27.8,72.0,66.0,92.0,0.0,0.0,0.0,11.0,9.0,82.0,3.0,2.0,1.0,1.0,0.0,40.0,25.0,6.0,0.0,0.0,0.0,9.0,18.0,4,2,2.0,3.0,2.0,16.0,0.0,0.0,1.0,1.0,10.0,35.0,5.0,6.0,4.0,Manu Kone,MF,True,90.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M42-FRA-V-IRQ.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M42-FRA-V-IRQ.pdf,Paired substitution times on the FIFA PMSR team-summary page.,382.20000000000005
42,Group stage,France,Iraq,90,7,Ousmane Dembele,7562.0,3190.0,2788.7,1029.1,460.4,93.8,96.0,36.0,29.3,44.0,38.0,86.0,0.0,4.0,1.0,12.0,8.0,67.0,7.0,7.0,0.0,4.0,1.0,29.0,9.0,3.0,2.0,0.0,6.0,9.0,18.0,3,1,0.0,0.0,1.0,51.0,0.0,0.0,0.0,0.0,6.0,32.0,23.0,1.0,1.0,Ousmane Dembele,FW,True,67.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M42-FRA-V-IRQ.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M42-FRA-V-IRQ.pdf,Paired substitution times on the FIFA PMSR team-summary page.,554.1999999999999
